element_id,project_id,element_type,length_mm,width_mm,thickness_mm,mix_w_c,cement_type,admixture,admixture_dose_pct,curing_method,automation_level,ambient_temp_c,ambient_rh_pct,casting_datetime,strength_hr24,strength_hr48,strength_hr72,strength_hr96,strength_hr168,yard_day_cost,rework_cost,required_demould_strength,mold_id,mold_count_available,daily_demand,steam_energy_cost_per_hour,electricity_cost_per_hour,labor_cost_per_shift,region,monsoon_flag,curing_chamber_capacity,baseline_cycle_time,mold_opportunity_cost
E01937,P05,Wall,9445,2845,125,0.42,PSC,Retarder,0.77,Moist,2,37.9,46.3,2025-02-08 12:00:00,28.04,36.49,39.03,39.8,40.12,5138,35454,25,M062,65,57,851,686,17796,South,0,21,36,3256
E01938,P05,Wall,5239,787,259,0.42,OPC,Retarder,0.85,Moist,0,28.0,47.0,2025-01-30 05:00:00,22.68,29.8,31.94,32.59,32.86,4447,26916,25,M131,77,18,833,588,17370,North,0,21,21,2752
E01939,P01,Slab,6084,2891,598,0.43,OPC,Accelerator,0.59,Ambient,0,19.6,43.2,2025-05-31 12:00:00,17.35,22.7,24.31,24.8,25.0,4987,19821,18,M116,33,48,1318,780,17246,North,0,13,32,3306
E01940,P02,Beam,6792,2744,357,0.44,OPC,Plasticizer,1.17,Steam,1,32.0,63.5,2025-09-12 09:00:00,29.75,38.48,41.11,41.91,42.24,4014,24903,19,M148,53,35,1389,493,20156,East,1,7,36,2397
E01941,P02,Wall,5906,915,674,0.41,PSC,Plasticizer,0.75,Steam,0,31.0,64.7,2025-04-13 00:00:00,29.81,38.85,41.58,42.4,42.74,4534,38652,19,M027,25,52,1471,321,15216,North,0,16,29,1558
E01942,P05,Wall,4016,1143,441,0.44,PSC,Plasticizer,0.66,Steam,2,15.5,84.4,2025-03-27 21:00:00,20.6,26.81,28.68,29.24,29.48,5480,37320,18,M059,68,23,1052,585,20884,East,0,19,33,3417
E01943,P04,Column,4854,2544,447,0.38,OPC,Accelerator,1.42,Moist,0,32.9,78.1,2025-01-19 20:00:00,26.97,35.28,37.78,38.53,38.85,5126,24961,25,M141,33,49,1272,446,16754,West,0,25,26,1587
E01944,P05,Column,5456,1059,329,0.43,PSC,Plasticizer,0.51,Ambient,0,22.6,56.1,2025-09-19 06:00:00,18.25,23.96,25.68,26.2,26.42,4588,30513,21,M131,30,15,1283,362,17705,North,1,14,22,3756
E01945,P03,Slab,4136,2324,641,0.37,PSC,Accelerator,0.55,Moist,1,34.7,48.4,2025-04-24 07:00:00,28.95,37.66,40.28,41.07,41.4,5498,32715,24,M116,51,19,1407,369,23539,North,0,22,24,1636
E01946,P02,Column,6118,2193,396,0.5,OPC,Retarder,0.7,Steam,2,18.0,68.5,2025-03-21 16:00:00,19.53,25.41,27.19,27.72,27.94,5340,24085,21,M004,33,41,813,493,19174,North,0,20,36,3474
E01947,P01,Wall,9722,2845,603,0.49,OPC,Retarder,1.24,Moist,1,30.6,55.8,2025-11-26 05:00:00,21.36,27.92,29.9,30.49,30.74,5337,33248,19,M049,79,40,1088,595,18786,Central,0,20,28,2988
E01948,P01,Column,6419,1127,483,0.45,PSC,Plasticizer,1.17,Moist,1,39.1,53.0,2025-06-11 07:00:00,27.15,35.31,37.77,38.51,38.82,5188,34980,20,M083,28,41,1470,731,21888,East,1,23,21,1960
E01949,P05,Slab,6077,2172,607,0.35,OPC,Accelerator,0.95,Steam,1,32.7,79.5,2025-02-23 03:00:00,33.76,44.02,47.12,48.05,48.44,3952,28478,25,M110,38,41,1306,318,22633,East,0,16,21,3194
E01950,P05,Beam,7628,1258,189,0.43,OPC,Retarder,0.7,Moist,1,36.5,63.7,2025-11-08 17:00:00,26.55,34.66,37.11,37.85,38.15,5238,19983,20,M125,40,47,1238,326,16073,North,0,25,29,2909
E01951,P04,Beam,9868,2613,274,0.47,OPC,Retarder,1.0,Steam,1,34.3,56.6,2025-12-19 07:00:00,28.29,36.89,39.48,40.26,40.58,4083,27138,23,M116,23,36,878,462,17525,South,0,20,36,2046
E01952,P04,Slab,8741,1229,290,0.43,PSC,Plasticizer,0.56,Steam,0,26.9,55.9,2025-10-02 17:00:00,27.65,35.75,38.18,38.92,39.23,4750,20905,24,M029,62,48,1487,499,24663,South,0,10,36,3047
E01953,P05,Column,9425,1136,340,0.39,PSC,Accelerator,1.46,Ambient,2,19.0,79.4,2025-05-09 15:00:00,18.76,24.41,26.11,26.62,26.83,4939,29289,22,M121,55,43,989,511,20627,West,0,8,26,2003
E01954,P05,Wall,4239,1119,348,0.36,OPC,Plasticizer,0.78,Steam,0,38.4,40.6,2025-04-02 23:00:00,37.71,48.81,52.15,53.16,53.58,5365,30837,20,M090,35,58,1393,428,23998,South,0,8,36,2976
E01955,P03,Slab,7916,2910,288,0.44,PSC,Plasticizer,0.9,Steam,0,36.8,44.2,2025-07-08 08:00:00,32.59,42.06,44.91,45.77,46.13,3975,26561,18,M014,76,29,1155,505,15680,East,1,5,26,2149
E01956,P05,Beam,6173,1640,129,0.45,PSC,Retarder,1.43,Steam,2,35.6,42.1,2025-08-09 15:00:00,30.28,39.4,42.15,42.97,43.32,4578,29805,25,M026,47,47,1398,665,19154,South,1,25,24,1878
E01957,P02,Column,4914,2611,537,0.42,PSC,Retarder,0.78,Moist,2,22.8,62.6,2025-07-07 01:00:00,21.31,27.73,29.66,30.25,30.49,4230,27766,25,M099,23,58,1496,568,20818,South,1,10,26,1583
E01958,P05,Column,4950,2532,416,0.5,PSC,Retarder,0.41,Steam,0,38.1,64.0,2025-07-05 17:00:00,26.68,35.31,37.91,38.7,39.02,4604,24859,19,M102,32,30,816,736,21078,South,1,14,32,1671
E01959,P01,Column,4747,2505,134,0.44,OPC,Accelerator,1.3,Steam,1,24.0,61.5,2025-03-22 23:00:00,24.05,31.56,33.82,34.5,34.79,4438,37944,18,M132,72,33,1483,555,16608,West,0,23,22,1869
E01960,P04,Beam,9069,541,354,0.49,OPC,Accelerator,1.29,Steam,2,17.7,45.4,2025-05-11 20:00:00,19.78,25.74,27.54,28.08,28.3,4000,30720,24,M061,69,39,1241,391,24316,South,0,9,36,2622
E01961,P03,Wall,9645,410,666,0.41,PSC,Retarder,0.42,Steam,1,30.5,47.2,2025-06-06 02:00:00,29.63,38.59,41.29,42.1,42.44,4111,23335,23,M020,68,21,1449,300,20379,East,1,14,36,3248
E01962,P01,Column,9623,579,181,0.4,OPC,Retarder,1.11,Ambient,1,27.1,88.9,2025-07-15 23:00:00,21.85,28.43,30.41,31.01,31.26,4657,37370,18,M027,48,31,1427,637,17496,North,1,11,36,1933
E01963,P04,Slab,3695,2105,518,0.48,PSC,Plasticizer,0.73,Steam,1,16.1,82.3,2025-06-09 08:00:00,19.85,25.7,27.46,27.99,28.22,4454,33421,21,M038,78,19,1240,478,12917,South,1,10,28,2126
E01964,P02,Wall,5679,1441,134,0.49,PSC,Accelerator,0.58,Ambient,2,37.7,55.5,2025-10-20 06:00:00,22.35,29.08,31.1,31.71,31.97,3831,33206,20,M133,43,16,972,424,22833,Central,0,5,31,1624
E01965,P04,Wall,7930,1791,359,0.5,OPC,Plasticizer,0.64,Ambient,0,38.8,42.7,2025-08-16 03:00:00,22.57,29.29,31.31,31.92,32.17,4823,20640,22,M117,56,35,1165,430,24051,West,1,7,25,3805
E01966,P05,Beam,4782,423,304,0.42,OPC,Retarder,0.57,Steam,0,32.6,49.5,2025-05-30 18:00:00,32.18,41.32,44.08,44.91,45.25,3897,34679,23,M036,27,43,1201,580,12058,South,0,8,25,3208
E01967,P05,Slab,6183,633,608,0.43,OPC,Plasticizer,0.6,Ambient,1,38.9,41.4,2025-03-27 10:00:00,25.14,32.8,35.11,35.81,36.1,5335,37665,19,M060,76,53,1102,422,12887,West,0,12,25,2996
E01968,P01,Column,4744,1381,694,0.41,OPC,Plasticizer,0.58,Moist,1,27.3,83.6,2025-09-07 08:00:00,23.35,30.5,32.65,33.3,33.57,3896,25601,25,M101,42,31,1015,605,21568,South,1,23,28,2132
E01969,P05,Beam,5341,507,655,0.46,PSC,Plasticizer,1.0,Moist,0,17.2,74.7,2025-09-26 00:00:00,17.98,23.26,24.85,25.33,25.53,4388,36239,24,M063,73,23,1404,632,12766,East,1,21,30,1583
E01970,P03,Column,8913,833,462,0.39,OPC,Retarder,0.8,Ambient,2,23.8,82.9,2025-05-20 21:00:00,20.8,27.07,28.95,29.52,29.76,4056,24927,25,M125,30,21,860,614,12851,North,0,20,28,2683
E01971,P03,Beam,8153,839,193,0.37,PSC,Accelerator,0.98,Moist,1,18.6,75.2,2025-10-21 22:00:00,21.04,27.4,29.32,29.9,30.14,5262,18323,18,M052,65,31,1165,501,20648,West,0,21,28,3670
E01972,P04,Beam,7422,1603,404,0.42,PSC,Retarder,1.41,Moist,0,28.0,64.4,2025-12-12 15:00:00,24.51,31.62,33.77,34.41,34.68,4706,22426,21,M101,44,18,1099,735,19699,East,0,13,23,2106
E01973,P01,Slab,5080,2187,649,0.44,OPC,Plasticizer,1.13,Steam,0,17.7,81.1,2025-02-24 17:00:00,20.97,27.51,29.48,30.08,30.33,4528,22350,22,M002,39,28,1394,426,24676,Central,0,16,23,3147
E01974,P01,Wall,7457,2206,502,0.47,OPC,Plasticizer,0.75,Moist,1,17.5,71.7,2025-07-22 19:00:00,17.26,22.47,24.04,24.52,24.72,4948,27491,18,M056,62,21,1237,400,18559,South,1,20,36,1784
E01975,P04,Slab,5535,1785,369,0.48,PSC,Retarder,1.37,Moist,0,38.9,83.4,2025-03-18 08:00:00,25.07,32.76,35.08,35.78,36.07,5048,34880,21,M057,20,28,1439,690,17863,East,0,12,31,2055
E01976,P04,Wall,5041,1140,692,0.44,PSC,Accelerator,1.03,Moist,2,24.1,85.2,2025-09-25 20:00:00,21.14,27.5,29.42,30.0,30.24,3861,21047,19,M066,59,53,1300,727,23793,North,1,14,34,2847
E01977,P03,Column,7294,551,402,0.43,OPC,Plasticizer,0.86,Moist,1,39.9,64.7,2025-04-14 21:00:00,28.46,37.03,39.61,40.38,40.71,4893,20223,22,M094,72,39,1144,594,19852,West,0,19,27,3996
E01978,P04,Beam,9834,1427,141,0.47,PSC,Retarder,1.23,Ambient,1,34.7,75.4,2025-01-17 21:00:00,21.45,28.11,30.11,30.72,30.97,4908,37023,19,M014,53,16,1100,714,13794,North,0,20,30,3258
E01979,P05,Column,9344,1061,226,0.39,PSC,Plasticizer,1.33,Moist,0,37.3,49.7,2025-04-20 01:00:00,29.32,38.12,40.77,41.57,41.9,5187,31904,19,M100,40,47,1273,392,15794,East,0,18,27,2762
E01980,P01,Wall,7101,2677,549,0.45,PSC,Accelerator,0.95,Ambient,1,16.3,77.3,2025-01-17 08:00:00,16.37,21.15,22.59,23.03,23.21,4471,33632,20,M141,73,19,1366,796,14352,North,0,23,23,2180
E01981,P04,Wall,8812,1074,384,0.43,OPC,Plasticizer,1.08,Moist,0,27.6,64.6,2025-11-16 20:00:00,22.51,29.45,31.54,32.17,32.43,5106,35361,22,M026,66,59,1156,646,21179,Central,0,15,31,2291
E01982,P04,Wall,5257,2266,546,0.37,OPC,Accelerator,0.53,Steam,1,39.3,47.7,2025-02-01 22:00:00,36.4,47.48,50.82,51.83,52.25,4554,36529,24,M127,21,46,926,522,24310,South,0,24,28,2545
E01983,P05,Wall,3518,419,180,0.39,PSC,Accelerator,1.01,Moist,1,30.3,47.7,2025-05-19 23:00:00,26.24,34.05,36.4,37.11,37.41,4640,19479,20,M062,69,22,852,672,18927,North,0,14,21,3320
E01984,P05,Column,7793,1060,300,0.39,PSC,Plasticizer,0.65,Moist,0,38.4,81.3,2025-03-23 18:00:00,30.37,39.32,42.02,42.83,43.17,4728,24754,22,M067,57,60,1297,594,24138,West,0,24,24,3035
E01985,P01,Beam,6867,2070,449,0.45,PSC,Retarder,0.4,Steam,1,25.5,68.0,2025-09-03 22:00:00,25.12,32.72,35.01,35.7,35.99,4841,33120,21,M124,78,19,861,729,23482,Central,1,15,26,3904
E01986,P02,Slab,7023,2429,590,0.44,OPC,Plasticizer,0.69,Moist,0,34.5,82.0,2025-11-28 22:00:00,24.28,31.99,34.32,35.02,35.31,5263,31149,18,M028,50,33,1029,658,12328,East,0,13,21,2146
E01987,P03,Wall,4490,1223,221,0.4,PSC,Plasticizer,1.31,Moist,1,17.6,81.9,2025-01-31 01:00:00,19.43,25.35,27.13,27.67,27.89,4752,29538,20,M123,69,15,1248,356,14551,West,0,19,34,1920
E01988,P04,Wall,3575,2081,422,0.49,OPC,Plasticizer,0.74,Moist,0,22.2,65.0,2025-04-20 23:00:00,20.69,26.26,27.94,28.45,28.66,4966,37906,18,M076,33,47,1360,622,13649,West,0,20,33,3391
E01989,P04,Slab,4678,1824,439,0.42,OPC,Accelerator,0.71,Moist,2,32.3,78.0,2025-03-27 14:00:00,25.55,33.24,35.56,36.26,36.55,4275,36826,19,M082,52,34,1231,439,19905,South,0,9,30,3214
E01990,P01,Beam,8852,583,329,0.41,PSC,Plasticizer,1.11,Ambient,1,26.9,89.7,2025-07-16 14:00:00,20.9,27.35,29.29,29.88,30.12,5220,21522,23,M090,22,57,989,501,13059,East,1,12,28,1620
E01991,P05,Beam,4767,627,562,0.46,PSC,Retarder,1.44,Moist,1,35.9,85.1,2025-04-26 02:00:00,25.19,32.81,35.1,35.79,36.08,4461,27387,18,M084,34,55,983,442,14568,West,0,25,23,3187
E01992,P05,Beam,9244,1082,632,0.39,PSC,Accelerator,0.74,Moist,2,15.5,66.2,2025-04-24 10:00:00,18.99,24.71,26.43,26.95,27.17,5163,18394,23,M142,76,19,1045,799,20508,East,0,6,30,3355
E01993,P02,Column,9855,2216,691,0.43,PSC,Retarder,0.93,Moist,1,39.4,85.6,2025-03-01 07:00:00,28.01,36.51,39.07,39.84,40.17,4562,22370,24,M029,40,22,830,525,12182,South,0,16,31,3538
E01994,P01,Wall,3795,2702,528,0.41,PSC,Retarder,0.73,Moist,0,35.0,66.2,2025-03-22 19:00:00,26.16,34.35,36.82,37.56,37.88,4059,24257,23,M150,73,59,1359,601,19110,East,0,25,25,2802
E01995,P05,Column,5519,1684,561,0.44,OPC,Accelerator,1.32,Moist,2,35.1,46.6,2025-11-02 04:00:00,25.87,33.66,36.01,36.72,37.01,4183,28968,23,M017,43,20,1294,709,24474,West,0,23,34,2987
E01996,P01,Wall,8316,1770,343,0.39,OPC,Accelerator,0.36,Moist,0,27.2,57.8,2025-04-13 15:00:00,26.19,33.57,35.79,36.46,36.74,4347,26230,23,M136,61,16,1485,333,22230,Central,0,20,33,2153
E01997,P01,Slab,6749,1535,505,0.39,OPC,Retarder,1.13,Ambient,2,34.2,52.2,2025-05-18 13:00:00,25.24,32.84,35.13,35.81,36.1,5447,32140,23,M064,29,24,930,733,23061,South,0,13,34,1660
E01998,P05,Wall,7825,842,291,0.39,PSC,Accelerator,0.31,Steam,2,20.9,46.9,2025-01-02 03:00:00,25.44,33.1,35.4,36.1,36.39,4896,26928,18,M143,58,57,1057,426,19330,North,0,14,23,2056
E01999,P04,Beam,3567,458,653,0.44,OPC,Retarder,0.5,Steam,2,28.2,69.5,2025-02-26 15:00:00,27.06,35.22,37.67,38.41,38.72,5451,37423,18,M085,74,56,1320,321,20953,Central,0,8,28,1565
E02000,P02,Slab,6284,536,686,0.47,OPC,Plasticizer,0.82,Steam,0,26.3,65.6,2025-05-25 22:00:00,25.84,33.27,35.52,36.19,36.47,4494,30342,21,M088,61,48,1473,521,21688,South,0,23,21,2255
E02001,P01,Column,9247,2099,430,0.46,PSC,Accelerator,0.63,Ambient,2,18.0,67.8,2025-02-05 03:00:00,16.23,21.11,22.59,23.03,23.21,3953,23267,22,M111,48,42,1064,373,20285,South,0,8,24,2920
E02002,P05,Beam,3922,2272,393,0.45,PSC,Plasticizer,0.89,Steam,2,30.5,67.2,2025-04-08 12:00:00,27.73,36.08,38.6,39.36,39.67,4457,37622,19,M045,44,15,1392,376,12007,Central,0,12,27,1823
E02003,P03,Wall,7558,891,549,0.46,PSC,Retarder,1.15,Moist,2,28.4,73.9,2025-07-09 13:00:00,22.17,28.84,30.85,31.46,31.71,5093,21163,21,M006,38,51,1438,476,12939,West,1,14,27,3553
E02004,P05,Slab,6759,1508,480,0.41,OPC,Plasticizer,1.22,Moist,0,29.6,43.6,2025-05-29 20:00:00,25.8,33.25,35.5,36.18,36.46,5282,36466,23,M049,70,23,930,733,15704,West,0,5,35,2105
E02005,P03,Wall,4270,1163,543,0.48,OPC,Accelerator,0.34,Steam,2,33.7,77.9,2025-09-08 12:00:00,27.73,36.08,38.6,39.35,39.67,4545,29896,25,M065,40,49,1206,360,20257,Central,1,5,30,3564
E02006,P02,Slab,7744,1298,497,0.4,PSC,Plasticizer,0.41,Moist,0,29.1,64.0,2025-05-06 09:00:00,26.86,34.38,36.64,37.32,37.61,5183,38940,25,M132,53,37,1378,579,20354,Central,0,8,25,1562
E02007,P04,Column,8523,1203,302,0.37,PSC,Plasticizer,1.03,Steam,1,33.4,78.4,2025-07-16 11:00:00,33.33,43.4,46.43,47.34,47.72,5459,22655,25,M112,64,25,942,422,18788,Central,1,22,27,1839
E02008,P02,Wall,4505,2580,330,0.49,PSC,Retarder,1.34,Steam,1,22.4,48.0,2025-06-24 07:00:00,22.38,29.0,30.99,31.59,31.84,4948,19072,20,M035,77,47,818,345,19444,West,1,20,22,1609
E02009,P04,Wall,3645,946,515,0.42,PSC,Retarder,0.78,Moist,0,29.4,69.2,2025-10-16 09:00:00,24.32,31.62,33.82,34.49,34.77,5391,29952,21,M072,26,56,1088,656,16042,South,0,24,22,1625
E02010,P02,Slab,7830,2166,557,0.37,PSC,Plasticizer,1.33,Steam,0,22.7,88.6,2025-05-03 23:00:00,28.96,37.19,39.66,40.41,40.72,4669,31829,25,M066,50,45,1461,624,14224,South,0,6,23,1825
E02011,P01,Beam,7672,1425,372,0.37,PSC,Plasticizer,1.45,Ambient,1,17.3,51.6,2025-01-01 17:00:00,18.65,24.26,25.95,26.46,26.67,3836,20783,25,M121,65,45,1435,685,17665,East,0,25,27,2271
E02012,P03,Beam,8345,1325,252,0.48,OPC,Retarder,0.82,Ambient,1,38.2,69.5,2025-03-10 10:00:00,22.9,29.82,31.9,32.53,32.79,5365,34139,25,M116,69,26,1266,533,16132,South,0,16,34,2888
E02013,P01,Wall,5029,781,222,0.44,PSC,Plasticizer,1.31,Moist,1,22.4,57.7,2025-02-24 21:00:00,20.48,26.62,28.47,29.03,29.27,3871,25447,24,M049,53,29,1396,723,18491,South,0,22,35,3720
E02014,P05,Wall,7285,1756,693,0.41,OPC,Retarder,1.49,Steam,2,26.8,67.7,2025-04-01 00:00:00,27.76,36.13,38.65,39.4,39.72,5421,37466,22,M115,68,45,857,750,18280,East,0,23,27,3915
E02015,P02,Beam,8785,623,273,0.43,PSC,Retarder,0.69,Moist,0,16.9,84.8,2025-06-24 07:00:00,17.98,23.51,25.18,25.68,25.89,4659,39796,25,M075,46,43,1460,531,20607,Central,1,7,36,3832
E02016,P05,Column,9613,721,350,0.47,PSC,Plasticizer,1.05,Steam,1,25.2,52.7,2025-04-21 22:00:00,24.33,31.61,33.8,34.46,34.74,5397,38880,23,M150,28,60,866,358,23671,West,0,22,30,3294
E02017,P02,Slab,4215,2934,407,0.48,PSC,Accelerator,1.14,Moist,1,28.7,70.5,2025-11-20 10:00:00,21.44,27.9,29.85,30.44,30.68,4969,31845,20,M103,63,27,1317,768,24811,South,0,23,32,2946
E02018,P03,Column,8171,751,610,0.38,OPC,Accelerator,0.55,Ambient,0,31.5,85.6,2025-11-15 15:00:00,23.59,30.96,33.18,33.85,34.13,4926,39128,19,M006,70,16,899,680,16186,Central,0,10,36,3170
E02019,P04,Beam,6119,751,449,0.41,PSC,Retarder,0.55,Steam,1,31.2,83.6,2025-01-30 12:00:00,30.41,39.48,42.21,43.03,43.38,4020,26302,18,M145,64,40,1255,350,22362,Central,0,5,36,1532
E02020,P01,Column,5002,1517,280,0.43,OPC,Retarder,1.2,Steam,2,18.5,57.4,2025-11-20 11:00:00,22.52,29.31,31.35,31.97,32.23,4400,37304,24,M109,42,60,1475,365,22144,East,0,14,36,2312
E02021,P01,Slab,8303,2303,279,0.41,PSC,Accelerator,0.91,Ambient,2,38.2,83.7,2025-02-28 14:00:00,26.06,33.91,36.27,36.98,37.28,4244,26389,21,M061,40,29,1242,537,18113,East,0,19,35,3538
E02022,P04,Beam,6678,1771,664,0.4,PSC,Retarder,0.65,Ambient,0,30.4,85.1,2025-05-09 23:00:00,23.02,30.02,32.13,32.76,33.03,5163,20280,18,M077,65,56,1404,524,21818,South,0,7,28,1504
E02023,P04,Beam,7677,522,542,0.49,OPC,Plasticizer,1.08,Steam,2,36.0,66.3,2025-02-08 20:00:00,28.26,36.77,39.34,40.11,40.43,3872,33773,22,M101,45,60,1222,609,24500,West,0,20,28,3443
E02024,P02,Beam,5874,1343,497,0.43,PSC,Retarder,1.19,Steam,2,20.5,58.4,2025-08-24 03:00:00,23.56,30.66,32.79,33.44,33.71,5458,26027,18,M056,29,37,1001,498,21385,North,1,16,24,2984
E02025,P03,Column,7510,1247,447,0.4,OPC,Retarder,1.45,Steam,0,26.1,77.8,2025-08-17 23:00:00,27.02,35.4,37.93,38.69,39.01,5328,19814,25,M046,53,59,1029,634,21754,Central,1,14,34,3081
E02026,P03,Beam,9069,1951,210,0.44,PSC,Plasticizer,1.37,Steam,2,26.9,87.3,2025-12-14 02:00:00,26.4,34.36,36.75,37.47,37.77,5415,37906,21,M104,62,30,909,694,21389,West,0,17,25,3307
E02027,P03,Wall,5326,2776,159,0.38,PSC,Accelerator,0.39,Steam,2,37.3,82.4,2025-12-24 09:00:00,35.09,45.66,48.84,49.8,50.2,4489,30885,24,M056,21,18,1467,501,15290,West,0,17,24,1983
E02028,P01,Column,5621,631,576,0.41,PSC,Plasticizer,1.42,Steam,2,25.8,66.9,2025-12-14 02:00:00,27.23,35.43,37.9,38.64,38.95,3913,27845,19,M024,33,56,1172,691,24349,East,0,11,35,2509
E02029,P05,Column,8649,1068,444,0.42,PSC,Retarder,0.98,Moist,1,26.8,42.4,2025-07-06 05:00:00,23.02,29.98,32.07,32.7,32.97,5227,20005,23,M093,39,48,1406,599,23701,West,1,6,35,1865
E02030,P02,Slab,6167,1597,682,0.44,OPC,Retarder,0.47,Ambient,0,15.1,52.3,2025-11-06 12:00:00,16.7,21.43,22.85,23.28,23.46,5145,22171,21,M056,69,59,907,408,14108,Central,0,17,36,3842
E02031,P02,Slab,4782,663,375,0.46,PSC,Plasticizer,0.42,Steam,1,37.7,50.8,2025-05-15 13:00:00,30.48,39.75,42.54,43.38,43.73,3955,29786,25,M124,25,59,938,679,21953,West,0,7,36,2589
E02032,P02,Wall,6888,748,604,0.35,PSC,Plasticizer,1.23,Moist,1,36.9,70.7,2025-02-02 23:00:00,30.67,39.99,42.79,43.64,43.99,4942,37661,20,M040,34,59,1177,485,14124,East,0,22,30,3778
E02033,P04,Slab,9921,1019,271,0.38,OPC,Plasticizer,0.64,Ambient,0,26.9,87.7,2025-08-12 06:00:00,23.32,30.09,32.13,32.74,33.0,4530,22709,25,M135,59,46,906,491,23898,North,1,11,31,3951
E02034,P04,Column,7811,1668,630,0.42,PSC,Retarder,0.66,Moist,2,26.4,43.6,2025-09-06 05:00:00,22.92,29.82,31.9,32.52,32.79,4537,28517,18,M117,63,24,1332,425,13682,East,1,5,23,3755
E02035,P03,Slab,7922,2366,443,0.47,PSC,Plasticizer,0.59,Moist,1,33.1,43.4,2025-09-27 17:00:00,23.75,30.88,33.03,33.67,33.94,5336,18837,23,M139,27,56,812,463,20679,North,1,5,23,1506
E02036,P05,Column,8370,2414,386,0.5,PSC,Retarder,0.87,Moist,0,33.2,58.5,2025-12-15 13:00:00,22.56,29.3,31.33,31.94,32.2,5004,24951,25,M137,71,50,1237,492,15176,Central,0,17,29,3091
E02037,P03,Wall,7138,2213,403,0.38,PSC,Accelerator,0.83,Ambient,1,19.1,89.1,2025-04-23 07:00:00,19.2,24.96,26.69,27.21,27.43,4982,22846,20,M111,78,25,1314,358,22094,South,0,7,31,1502
E02038,P02,Beam,8000,2442,370,0.44,PSC,Retarder,0.95,Ambient,1,31.6,45.8,2025-09-06 09:00:00,21.72,28.4,30.4,31.01,31.26,4137,21778,22,M003,40,55,803,429,19753,South,1,9,33,1608
E02039,P05,Column,4842,2837,197,0.43,PSC,Retarder,0.64,Steam,1,38.5,78.1,2025-11-25 18:00:00,32.44,42.34,45.32,46.22,46.6,4723,25741,24,M097,21,51,1345,684,24148,West,0,15,23,3984
E02040,P05,Column,9403,1349,518,0.35,PSC,Retarder,0.59,Ambient,2,32.0,51.6,2025-08-13 09:00:00,25.89,33.69,36.04,36.75,37.04,4703,39153,23,M135,48,34,1318,682,21758,North,1,16,31,3354
E02041,P01,Wall,5649,1481,519,0.43,OPC,Retarder,1.37,Ambient,2,32.3,59.7,2025-02-27 20:00:00,22.82,29.7,31.77,32.39,32.65,4455,23933,23,M123,36,45,1288,547,16549,South,0,12,34,2146
E02042,P01,Wall,7720,2264,575,0.38,PSC,Retarder,1.06,Ambient,2,24.1,82.6,2025-04-24 16:00:00,21.27,27.68,29.61,30.19,30.44,3966,35966,25,M086,43,46,1406,745,22957,South,0,22,27,2019
E02043,P02,Slab,3989,1725,132,0.46,PSC,Retarder,1.03,Moist,2,24.1,50.5,2025-01-21 20:00:00,20.38,26.52,28.37,28.93,29.16,4032,32357,21,M098,40,50,1173,445,12531,Central,0,15,22,3841
E02044,P02,Wall,6848,914,600,0.38,OPC,Accelerator,0.53,Ambient,2,19.1,78.9,2025-06-05 05:00:00,19.11,24.86,26.59,27.12,27.34,4279,26092,18,M105,41,30,1007,490,24966,East,1,11,31,3434
E02045,P03,Slab,8172,2021,280,0.38,OPC,Plasticizer,0.93,Steam,0,26.3,69.0,2025-12-10 17:00:00,28.57,37.28,39.9,40.69,41.02,5017,31216,18,M135,51,50,1300,691,22308,Central,0,15,35,3565
E02046,P05,Beam,7309,2140,373,0.41,OPC,Plasticizer,1.03,Moist,1,28.9,72.6,2025-12-26 15:00:00,24.43,31.79,34.01,34.68,34.96,4249,37039,21,M112,74,39,1221,313,21326,South,0,20,35,3561
E02047,P03,Wall,5772,1890,167,0.37,PSC,Plasticizer,1.08,Ambient,2,19.6,77.5,2025-01-06 01:00:00,19.64,25.55,27.33,27.87,28.09,4618,23147,18,M021,21,43,1426,418,23643,East,0,10,24,3157
E02048,P03,Beam,6331,1586,515,0.36,OPC,Accelerator,0.79,Moist,2,32.6,51.3,2025-08-18 16:00:00,28.34,36.87,39.44,40.22,40.54,4423,39977,19,M090,47,46,923,334,19517,South,1,19,30,2332
E02049,P05,Wall,8722,1693,686,0.47,OPC,Plasticizer,1.06,Steam,2,29.7,57.7,2025-08-15 05:00:00,26.34,34.27,36.66,37.38,37.68,4742,39974,18,M130,62,47,1111,303,20107,Central,1,15,30,2321
E02050,P05,Column,6274,2933,608,0.42,OPC,Retarder,1.14,Steam,0,25.8,50.1,2025-07-06 06:00:00,26.31,34.38,36.8,37.54,37.84,5068,30155,18,M117,67,59,824,478,13344,North,1,11,21,3174
E02051,P05,Slab,9885,926,667,0.38,OPC,Retarder,0.31,Moist,2,22.5,77.4,2025-08-18 05:00:00,22.64,29.46,31.51,32.13,32.39,4296,36113,25,M008,72,26,1295,742,20531,West,1,15,27,3342
E02052,P05,Wall,9439,2749,294,0.49,PSC,Accelerator,0.9,Ambient,1,37.9,75.3,2025-03-21 03:00:00,22.71,29.47,31.5,32.11,32.37,4011,33710,21,M001,75,42,996,589,12579,Central,0,21,31,3673
